titulo,autores,generos,serie,sinopsis,url_portada,url_libro,fecha_extraccion,categoria_origen
Missitalia,Claudia Durastanti,"Ciencia ficción, Novela",N/A,"Mujer de espíritu temerario y errante, Amalia Spada vive al margen del revuelo que sacude el sur de Italia durante los años de la Unificación. Su casa, con túneles que se hunden en las tierras áridas de Lucania, acoge a fugitivos, forasteros y muchachas sin «las hijas de nadie». Entre ellas está Rosa Spina, con su feroz sentido de la justicia; Elisabetta, de mirada perspicaz y paso inseguro; Mena, forjada en la escasez y la resiliencia, y está también Amanda, provista de una rebeldía innata. Desafiando los prejuicios y las expectativas, juntas construyen una forma de vida al margen del mundo, hasta que la llegada de la industrialización —encarnada en la Fábrica del Vizconde— introduce nuevas formas de opresión y violencia.Cien años después, Ada, joven periodista romana, viaja al sur de sus ancestros con un grupo de antropólogos y cineastas. Lo que comienza siendo una expedición etnográfica se transforma en una investigación sobre el poder de la industria petrolera y sus efectos sobre las estructuras femeninas y simbólicas del territorio. A medida que avancen sus pesquisas, Ada cambiará el rumbo de su vida hacia una forma de disidencia inesperada. En el año 2051, la región ha dejado atrás el auge del petróleo y se ha convertido en base de la Agencia Espacial Mediterránea. En una colonia lunar que replica el paisaje lucano, A, archivista de objetos y ritos destinados al olvido, trabaja clasificando los restos de un mundo anterior. Enferma, nostálgica, en busca de un fin que la sociedad lunar le niega, A emprende el regreso a la Tierra, donde acaso sea posible aún decir adiós.Tras el éxito internacional deLa extranjera, Claudia Durastanti vuelve con una novela audaz y ambiciosa, un tríptico atravesado por figuras femeninas, unidas por una red de correspondencias invisibles, que se rebelan contra la Historia y sus destinos impuestos. A medio camino entre las obras de Pasolini y de Rohrwacher, Durastanti recrea el desierto del progreso capitalista de los dos últimos siglos, de las ruinas del petróleo a la colonización lunar, para preguntarnos si estamos dispuestos a extinguirnos solos, sin nombre ni identidad. Un relato visionario sobre la pérdida, la pertenencia y lo que aún puede salvarse.",https://assets.lectulandia.co/b/ab/Claudia%20Durastanti/Missitalia%20(2)/big.jpg,https://ww3.lectulandia.co/book/missitalia/,2026-09-15 02:28:41,Ciencia Ficción
El libro de cocina del anarquista de la mazmorra,Matt Dinniman,"Ciencia ficción, Fantástico, Novela",Libro 3 de:Carl el Mazmorrero,"¿Con ganas de más?¡Perfecto! El tercer volumen de la saga de Carl te volará la cabeza.Carl y Donut han logrado sobrevivir hasta ahora, pero este nivel es algo que jamás podrían haber imaginado.La Maraña de Hierro: un sistema de metro absurdamente complejo, hecho un nudo de trenes de todo tipo, desde locomotoras de vapor hasta vagones ultramodernos. Arriba es abajo. Abajo es arriba. Lo cercano está lejos. Los vagones están llenos de monstruos, las estaciones no siempre son lo que parecen y la salida está siempre a unas pocas paradas… pero nunca llega.",https://assets.lectulandia.co/b/ab/Matt%20Dinniman/El%20libro%20de%20cocina%20del%20anarquista%20de%20la%20mazmorra%20(3)/big.jpg,https://ww3.lectulandia.co/book/el-libro-de-cocina-del-anarquista-de-la-mazmorra/,2026-09-15 02:28:44,Ciencia Ficción
Noventa millones de soles,Iliana Vargas,"Ciencia ficción, Fantástico, Relato, Terror",N/A,"En Noventa millones de Soles, lo cotidiano se quiebra para dar cabida a lo extraño, ominoso y sobrenatural. La prosa de Iliana Vargas concibe criaturas biohackeadas, paisajes postapocalípticos y cuerpos en constante mutación, elementos que conviven de manera insólita con objetos de la memoria como fundamento frágil de la humanidad —grabaciones, libretas de apuntes, recuerdos familiares— y con el deseo de sobrevivir en un mundo que se transforma a cada paso.Entre la ciencia y el mito, la especulación futurista y el horror más íntimo, estos cuentos nos sumergen en universos habitados por animales imposibles, tecnologías que toman el lugar de lo sagrado, atmósferas donde la belleza armoniza con lo monstruoso. Aquí dialogan las instrucciones técnicas, los registros oníricos y las voces fragmentadas con la ciencia ficción contemporánea y la tradición fantástica. Noventa millones de Soles invita a hacerle frente a lo desconocido, a dejarse llevar por una forma de la imaginación que nos sitúa ante la pérdida y el desarraigo.",https://assets.lectulandia.co/b/ab/Iliana%20Vargas/Noventa%20millones%20de%20Soles%20(1)/big.jpg,https://ww3.lectulandia.co/book/noventa-millones-de-soles/,2026-09-15 02:28:46,Ciencia Ficción
Más Allá 21,Betsi Curtis,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 21 de:Más Allá,"Revista mensual de aventuras apasionantes en el mundo de la magia científicaFEBRERO 1955Novela completa* Amos de Títeres,por Robert A. HeinleinCuentos* Los largos años,por Ray Bradbury* El dinosaurio delicado,por William M. Altman* El amor es un barómetro,por Del Molarsky* La trampa,por Betsy Curtis* El tictac monstruoso,por Ross RocklinneAventuras de la mente* El fin del mundo,por Kennet Heuer* Las edades glaciales,por Willy LeyNovedades cósmicas* Correspondencia* Espaciotesty susRespuestas* La ambición de la huella(Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2021%20(1227)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-21/,2026-09-15 02:28:49,Ciencia Ficción
La máquina se detiene,E. M. Forster,"Ciencia ficción, Distopía, Relato",N/A,"Vashti y Kuno, madre e hijo, viven separados en un mundo homogeneizado donde la gente habita confinada en celdas hexagonales y subterráneas, supeditados a la Máquina omnisciente, omnipresente y omnipotente, una suerte de Dios mecánico que les procura todo aquello que necesitan y a través de la cual se comunican y relacionan. Un engendro que les ha hecho olvidar algo que sólo podrían recuperar volviendo a la superficie: su esencia humana.Publicada en 1909 fue pionera en el género de las distopías tecnológicas, es una obra poco conocida en el mundo editorial en español. Sin embargo, es considerada una obra maestra de la ciencia ficción en la literatura inglesa. El libro no trata sólo de individuos productores de ideas de 140 caracteres, atrincherados en sus hogares y ensimismados ante sus pantallas: es también una reflexión doliente sobre la desaparición de la belleza y de la sensibilidad que la sociedad industrial está eliminando.Leída hoy,La máquina se detieneno parece una simple curiosidad literaria, sino una advertencia extraordinariamente lúcida sobre la dependencia tecnológica, el aislamiento, la pérdida de la experiencia humana y la tendencia a convertir nuestros sistemas en autoridades incuestionables.",https://assets.lectulandia.co/b/ab/E%20M%20Forster/La%20maquina%20se%20detiene%20(7)/big.jpg,https://ww3.lectulandia.co/book/la-maquina-se-detiene/,2026-09-15 02:28:51,Ciencia Ficción
Los vientos del olvido,Ángel Torres Quesada,"Ciencia ficción, Novela",N/A,"En el mundo renovado por Dios al final de la Hégira, los restos de la Humanidad despertaron en los valles de ar-Rasul, dentro de los límites señalados por el Hombre sin Nombre. Así dio comienzo la Era Caetani. Mil años más tarde, la aparición de una horda extraña y despiadada hizo tambalear las convicciones de Zayd Bakr el historiador, y muchas preguntas que empezó a hacerse sólo se las pudieron responder la bella la bella y misteriosa Mariem, la mujer guerrero de Zuwa, y su acompañante el Peregrino. Mientras los ejércitos invasores asolaban los valles, buscando una ciudad inexistente, Zayd desvelaría los secretos de su mundo, sería testigo de los milagros de Mariem, de los prodigios de las Siete Lunas, del resurgir de las antiguas amenazas y de la aparición de misteriosas naves en el cielo, tal como había sido profetizado por el Gran Kabín de Bakka.",https://assets.lectulandia.co/b/ab/Angel%20Torres%20Quesada/Los%20vientos%20del%20olvido%20(11)/big.jpg,https://ww3.lectulandia.co/book/los-vientos-del-olvido/,2026-09-15 02:28:54,Ciencia Ficción
Más Allá 22,Betsi Curtis,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 22 de:Más Allá,"Revista mensual de aventuras apasionantes en el mundo de la magia científicaMARZO 1955Novela completa:*Los Unos, por Betsy CurtisCuentos*Talentos raros, S. R. L, por Robert Sheckley*La avispa, por Richard Wilson*Unos pasos detrás de él, por John Wyndham*Ciudades silentes, por Ray Bradbury*Los monstruos del dormitorio,por John Jakes*El salto, por Julián de Córdoba*Mensaje cosmico, por Eando BinderAventuras de la mente*Conquistador del Micromundo*El fin del mundo, por Kennet HeuerNovedades cósmicas*Correspondencia*Espaciotesty susRespuestas*Nuestros Hermanos los Protohombres(Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2022%20(1233)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-22/,2026-09-15 02:28:56,Ciencia Ficción
Las sendas púrpuras,Ángel Torres Quesada,"Ciencia ficción, Novela",N/A,"Tras haber pasado su infancia en Wuffan, uno de los planetas condenados al aislamiento por el Purpurado —la oligarquía que rige los destinos del Ámbito desde su inexpugnable recinto de la Cúpula— Giselle es rescatada por su padre, Yolden Abasi, y llevada a un nuevo mundo donde disfruta una década de la vida pletórica que el Ámbito concede a sus ciudadanos. Pero tras la misteriosa desaparición de su padre comienza a sospechar que este en realidad formaba parte de una conspiración contra el Purpurado que no llegó a culminar; decidida a investigarla hasta las últimas consecuencias, contará con la ayuda de un espíritu de la Fuente, Hesperis, filósofo fallecido más de mil años atrás, y de Lhotar un joven fugitivo venido más allá del Ámbito; pero también con la oposición de Saldrach, una de las purpuradas destinadas a regir las riendas del Ámbito. Tras ser sorprendida en sus sueños con visiones que para ella carecen de sentido, episodios supuestamente históricos ocurridos en el legendario planeta conocido como la Tierra, Giselle, instruida por su padre en el arte de la guerra, emprende la primera y gran aventura de su vida, que la llevará a conocer los horrores de la guerra y a recorrer las Sendas Púrpuras en pos de una respuesta.",https://assets.lectulandia.co/b/ab/Angel%20Torres%20Quesada/Las%20sendas%20purpuras%20(14)/big.jpg,https://ww3.lectulandia.co/book/las-sendas-purpuras/,2026-09-15 02:28:59,Ciencia Ficción
Trilogía de los dioses,Ángel Torres Quesada,"Ciencia ficción, Novela",N/A,"Por fin el lector puede conocer el desenlace de la ya mítica serie ""Los dioses"" que Ángel Torres Quesada escribiera originalmente paraNueva Dimensión. La lamentable desaparición de la revista y el extravío del original de la novela que cerraba la serie, hizo que ésta quedara inconclusa para los aficionados durante todos estos años.En este volumen están las dos primeras novelas,Dios de DhruleyDios de Kerlhe, y lo completa en éste mismo tomo con el tan ansiado final de la serie,Dios de la Esfera.Ángel Torres Quesada ha rescatado a partir del original escrito a máquina por fin encontrado, la continuación de las aventuras de Darío Siles, su compañera Yaita y su prodigiosa nave. Ha reescrito las dos anteriores novelas, ofreciendo al lector la posibilidad de apreciar la obra como un conjunto y conocer el final de la intriga comenzada hace dos décadas.El lector podrá averiguar ahora lo que el destino tenía reservado al hombre que un día descubrió que podía resucitar como los dioses, obligado a ser uno de los protagonistas de una trama en el tiempo y en el espacio diseñada por una raza desconocida.LaTrilogía de los Dioseses una intriga estelar que apasionará y agradará a todos los aficionados a la Ciencia Ficción y cuyo desenlace no decepcionará.",https://assets.lectulandia.co/b/ab/Angel%20Torres%20Quesada/Trilogia%20de%20los%20dioses%20(15)/big.jpg,https://ww3.lectulandia.co/book/trilogia-de-los-dioses/,2026-09-15 02:29:01,Ciencia Ficción
Los sicarios de Dios,Ángel Torres Quesada,"Ciencia ficción, Novela",N/A,"Todo comenzó con una advertencia pronunciada entre botellas vacías y humo de taberna en un espaciopuerto perdido: «Nunca aterrices en Prelato». Isaac Bonfante no le dio importancia. Semanas después, una avería en su nave lo obligó a abandonar el hiperespacio y buscar refugio en un planeta desconocido. Solo conocía su código de identificación. Pidió permiso para aterrizar. Demasiado tarde descubriría su verdadero nombre: Prelato. En ese mundo aislado, gobernado por costumbres ancestrales y ritos sombríos, Isaac quedará atrapado en una ciudad inmensa donde las leyes son trampas, la fe se confunde con el fanatismo y la intolerancia se ha convertido en norma. Junto a un grupo de navegantes refugiados en el llamado barrio de los impuros, intentará sobrevivir y descubrir la verdad sobre un planeta borrado de la memoria de la galaxia.Porque Prelato no es un mundo cualquiera: es uno de los Mundos Olvidados, el último refugio de las sectas expulsadas por el Orden Estelar de los mundos civilizados. Y algunos lugares son peores que la muerte.",https://assets.lectulandia.co/b/ab/Angel%20Torres%20Quesada/Los%20sicarios%20de%20Dios%20(12)/big.jpg,https://ww3.lectulandia.co/book/los-sicarios-de-dios/,2026-09-15 02:29:04,Ciencia Ficción
Un paraíso llamado Ara,Ángel Torres Quesada,"Ciencia ficción, Novela",N/A,"El argumento de «Un paraíso llamado Ara» se centra en la investigación, años después, del misterio que ocurrió en la primera nave interestelar de la humanidad, de cuya tripulación sólo regresó un miembro. Este texto, en una versión reducida, ha resultado finalista del Premio Alberto Magno de la Universidad del País Vasco. El relato «Ciclos» completa el volumen.",https://assets.lectulandia.co/b/ab/Angel%20Torres%20Quesada/Un%20paraiso%20llamado%20Ara%20(13)/big.jpg,https://ww3.lectulandia.co/book/un-paraiso-llamado-ara/,2026-09-15 02:29:06,Ciencia Ficción
Estrella caída,Claudia Gray,"Ciencia ficción, Fantástico, Novela",Libro 8 de:Star Wars: High Republic,"En esta apasionante secuela de The High Republic: Tormenta Creciente, la luz de los Jedi afronta su momento más oscuro.Una y otra vez, los despiadados saqueadores conocidos como Nihil han intentado acabar con la era dorada de la Alta República y de la manera más feroz posible. Una y otra vez, la Alta República ha salido maltrecha y extenuada, pero siempre victoriosa gracias a sus protectores Jedi. Y no hay monumento más grandioso a su causa que el Faro Starlight.Flotando como una joya en el Borde Exterior, el Faro encarna las más altas aspiraciones de la Alta República: un núcleo de cultura y conocimiento, una antorcha luminosa ante la oscuridad de lo desconocido, una mano cordial extendida hacia los confines más remotos de la galaxia. Mientras, supervivientes y refugiados huyen de los ataques Nihil, el Faro y su tripulación se preparan para refugiar y curar a los heridos.Los agradecidos Caballeros y padawans de la Orden Jedi allí destinados por fin se pueden recuperar del dolor de sus heridas y el pesar de sus bajas. Tras la muerte de Loden Greatstorm, Bell Zettifar debe tomar su testigo. Elzar Mann está reconstruyendo su conexión con la Luz, aunque su rabia hacia los Nihil y sus sentimientos por Avar Kriss siguen en plena ebullición. Los acompañantes de Elzar en su vuelta al Faro, la variopinta familia delNavío, disfrutan estirándo las piernas en la mejor estación espacial de la galaxia conocida (los que tienen piernas, claro).Pero la tormenta que creían superada sigue activa, solo se encuentran en su ojo. Marchion Ro, el verdadero cerebro de los Nihil, prepara su ataque más audaz, ideado para extinguir la Luz de los Jedi.",https://assets.lectulandia.co/b/ab/Claudia%20Gray/Estrella%20caida%20(7)/big.jpg,https://ww3.lectulandia.co/book/estrella-caida/,2026-09-15 02:29:09,Ciencia Ficción
Protocolo rebelde,Martha Wells,"Ciencia ficción, Novela",Libro 3 de:Los diarios de Matabot,"Protagonizada por un androide de apariencia humana que no para de verse envuelto en una aventura detrás de otra, aunque preferiría que le dejaran solo y no tener que soportar a los humanos y sus interminables parloteos. ¿Quién podría haberse imaginado que convertirse en una máquina de matar plantearía tantos dilemas morales? La IA asocial favorita de la comunidad de lectores de ciencia ficción regresa con una nueva aventura. La demanda contra la corporación GrayCris se tambalea y, lo más importante, las autoridades empiezan a hacer más preguntas sobre el paradero de la SegUnidad de la doctora Mensah. Y Matabot preferiría que esas preguntas se acabaran. Para siempre.",https://assets.lectulandia.co/b/ab/Martha%20Wells/Protocolo%20rebelde%20(8)/big.jpg,https://ww3.lectulandia.co/book/protocolo-rebelde/,2026-09-15 02:29:12,Ciencia Ficción
La batalla de Jedha,George Mann,"Ciencia ficción, Fantástico, Novela",Libro 15 de:Star Wars: High Republic,"Tras los acontecimientos deThe High Republic: Convergencia, los Jedi viajan a Jedha en el guion completo del audiolibro originalLa batalla de Jedha.Jedha. Las ajadas calles de esta luna antigua, visitada por todos pero sin dueño, son un crisol de la galaxia. Allí los Jedi son solo un credo más de los muchos que adoran y estudian la Fuerza. Desde los Guardianes de los Whills hasta el Camino de la Mano Abierta, innumerables seres acuden para aprender y compartir su experiencia en paz.Mientras Jedha prepara el Festival del Equilibrio, la galaxia aún se tambalea por la violenta guerra entre los planetas Eiram y E’ronoh. Sin embargo, tras desbaratar un plan para escalar el conflicto, los Jedi creen factible una paz duradera. El Maestro Creighton Sun y la Caballera Jedi Aida Forte llegan acompañando a delegaciones de ambos planetas para cerrar formalmente la «Guerra Interminable». Los Jedi esperan que la armonía que reina entre las muchas facciones de Jedha y la firma del tratado de paz sean un símbolo para el resto de la galaxia de lo que se puede alcanzar con unidad.Aun así, no todos están contentos con la implicación de los Jedi ni dispuestos a comprometerse con la paz. Crecen los rumores de que los Jedi dejarán guerra a su estela. La desconfianza y el odio que durante tanto tiempo alimentaron la Guerra Interminable amenazan ahora con contagiar a las diversas comunidades de Jedha. Cuando la violencia estalla, la guerra que se suponía que debía terminar podría extenderse por toda la luna sagrada.",https://assets.lectulandia.co/b/ab/George%20Mann/La%20batalla%20de%20Jedha%20(2)/big.jpg,https://ww3.lectulandia.co/book/la-batalla-de-jedha/,2026-09-15 02:29:14,Ciencia Ficción
El gran espectáculo,Keith Laumer,"Ciencia ficción, Relato",N/A,"En esta electrizante colección de relatos, Laumer despliega todo su arsenal narrativo para arrastrarte desde los pasillos asfixiantes de burocracias distópicas hasta las líneas de fuego de batallas futuristas. Prepárate para enfrentarte a la icónica fuerza de un colosal tanque autoconsciente, Siente la tensión psicológica de un interrogatorio alienígena llevado al límite, y descubre el caos absoluto de los primeros contactos alienígenas y las crisis tecnológicas que aguardan a la humanidad a la vuelta de la esquina.Con su característico ritmo cinematográfico, héroes de acero y un humor irónico que corta como un láser, Laumer demuestra por qué es una de las voces más audaces y entretenidas de la Edad de Oro de la ciencia ficción.",https://assets.lectulandia.co/b/ab/Keith%20Laumer/El%20gran%20espectaculo%20(6)/big.jpg,https://ww3.lectulandia.co/book/el-gran-espectaculo/,2026-09-15 02:29:17,Ciencia Ficción
